Title="Field"
Variables="x","y","rho",    "u","v","p","T","Ma"
Zone T="zone1" i=251,j=51,f=point
0.000 0.000 1.1769e+00 6.2492e+02 1.4046e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.004 0.000 1.1769e+00 6.2492e+02 3.7455e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.008 0.000 1.1769e+00 6.2492e+02 2.3410e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.012 0.000 1.1769e+00 6.2492e+02 -4.6816e-15 1.0134e+05 2.9997e+02 1.7999e+00 
0.016 0.000 1.1769e+00 6.2492e+02 9.3638e-15 1.0134e+05 2.9997e+02 1.7999e+00 
0.020 0.000 1.1769e+00 6.2492e+02 2.3410e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.024 0.000 1.1769e+00 6.2492e+02 4.2137e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.028 0.000 1.1769e+00 6.2492e+02 6.0865e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.032 0.000 1.1769e+00 6.2492e+02 6.5547e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.036 0.000 1.1769e+00 6.2492e+02 7.0229e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.040 0.000 1.1769e+00 6.2492e+02 4.6819e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.044 0.000 1.1769e+00 6.2492e+02 3.7455e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.048 0.000 1.1769e+00 6.2492e+02 3.2773e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.052 0.000 1.1769e+00 6.2492e+02 -9.3641e-15 1.0134e+05 2.9997e+02 1.7999e+00 
0.056 0.000 1.1769e+00 6.2492e+02 -1.8728e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.060 0.000 1.1769e+00 6.2492e+02 -4.6823e-15 1.0134e+05 2.9997e+02 1.7999e+00 
0.064 0.000 1.1769e+00 6.2492e+02 1.4045e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.068 0.000 1.1769e+00 6.2492e+02 9.3633e-15 1.0134e+05 2.9997e+02 1.7999e+00 
0.072 0.000 1.1769e+00 6.2492e+02 1.4045e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.076 0.000 1.1769e+00 6.2492e+02 6.5546e-14 1.0134e+05 2.9997e+02 1.7999e+00 
0.080 0.000 1.1769e+00 6.2492e+02 1.3109e-13 1.0134e+05 2.9997e+02 1.7999e+00 
0.084 0.000 1.1769e+00 6.2492e+02 3.3241e-13 1.0134e+05 2.9997e+02 1.7999e+00 
0.088 0.000 1.1769e+00 6.2492e+02 6.9760e-13 1.0134e+05 2.9997e+02 1.7999e+00 
0.092 0.000 1.1769e+00 6.2492e+02 1.4795e-12 1.0134e+05 2.9997e+02 1.7999e+00 
0.096 0.000 1.1769e+00 6.2492e+02 3.0994e-12 1.0134e+05 2.9997e+02 1.7999e+00 
0.100 0.000 1.1769e+00 6.2492e+02 6.2690e-12 1.0134e+05 2.9997e+02 1.7999e+00 
0.104 0.000 1.1769e+00 6.2492e+02 1.2641e-11 1.0134e+05 2.9997e+02 1.7999e+00 
0.108 0.000 1.1769e+00 6.2492e+02 2.4931e-11 1.0134e+05 2.9997e+02 1.7999e+00 
0.112 0.000 1.1769e+00 6.2492e+02 4.7783e-11 1.0134e+05 2.9997e+02 1.7999e+00 
0.116 0.000 1.1769e+00 6.2492e+02 8.9527e-11 1.0134e+05 2.9997e+02 1.7999e+00 
0.120 0.000 1.1769e+00 6.2492e+02 1.6425e-10 1.0134e+05 2.9997e+02 1.7999e+00 
0.124 0.000 1.1769e+00 6.2492e+02 2.9534e-10 1.0134e+05 2.9997e+02 1.7999e+00 
0.128 0.000 1.1769e+00 6.2492e+02 5.2105e-10 1.0134e+05 2.9997e+02 1.7999e+00 
0.132 0.000 1.1769e+00 6.2492e+02 9.0250e-10 1.0134e+05 2.9997e+02 1.7999e+00 
0.136 0.000 1.1769e+00 6.2492e+02 1.5360e-09 1.0134e+05 2.9997e+02 1.7999e+00 
0.140 0.000 1.1769e+00 6.2492e+02 2.5706e-09 1.0134e+05 2.9997e+02 1.7999e+00 
0.144 0.000 1.1769e+00 6.2492e+02 4.2333e-09 1.0134e+05 2.9997e+02 1.7999e+00 
0.148 0.000 1.1769e+00 6.2492e+02 6.8642e-09 1.0134e+05 2.9997e+02 1.7999e+00 
0.152 0.000 1.1769e+00 6.2492e+02 1.0966e-08 1.0134e+05 2.9997e+02 1.7999e+00 
0.156 0.000 1.1769e+00 6.2492e+02 1.7269e-08 1.0134e+05 2.9997e+02 1.7999e+00 
0.160 0.000 1.1769e+00 6.2492e+02 2.6823e-08 1.0134e+05 2.9997e+02 1.7999e+00 
0.164 0.000 1.1769e+00 6.2492e+02 4.1112e-08 1.0134e+05 2.9997e+02 1.7999e+00 
0.168 0.000 1.1769e+00 6.2492e+02 6.2211e-08 1.0134e+05 2.9997e+02 1.7999e+00 
0.172 0.000 1.1769e+00 6.2492e+02 9.2982e-08 1.0134e+05 2.9997e+02 1.7999e+00 
0.176 0.000 1.1769e+00 6.2492e+02 1.3732e-07 1.0134e+05 2.9997e+02 1.7999e+00 
0.180 0.000 1.1769e+00 6.2492e+02 2.0048e-07 1.0134e+05 2.9997e+02 1.7999e+00 
0.184 0.000 1.1769e+00 6.2492e+02 2.8944e-07 1.0134e+05 2.9997e+02 1.7999e+00 
