Title="Mesh"
Variables="x","y"
Zone i=101, j=101, f=point
0	0
0.0326997	0
0.0653994	0
0.0980991	0
0.130799	0
0.163499	0
0.196198	0
0.228898	0
0.25	-1.11022e-16
0.26875	0.0268826
0.288463	0.0530671
0.309113	0.078519
0.330673	0.103205
0.353114	0.127092
0.376408	0.15015
0.400523	0.172347
0.425427	0.193654
0.451088	0.214044
0.477472	0.233489
0.504545	0.251964
0.532269	0.269444
0.56061	0.285907
0.58953	0.301331
0.61899	0.315695
0.648952	0.328981
0.679376	0.341171
0.710223	0.352248
0.741451	0.3622
0.773019	0.371011
0.804887	0.378672
0.837012	0.385171
0.869351	0.3905
0.901862	0.394652
0.934503	0.397622
0.96723	0.399405
1	0.4
1.03277	0.399405
1.0655	0.397622
1.09814	0.394652
1.13065	0.3905
1.16299	0.385171
1.19511	0.378672
1.22698	0.371011
1.25855	0.3622
1.28978	0.352248
1.32062	0.341171
1.35105	0.328981
1.38101	0.315695
1.41047	0.301331
1.43939	0.285907
1.46773	0.269444
1.49546	0.251964
1.52253	0.233489
1.54891	0.214044
1.57457	0.193654
1.59948	0.172347
1.62359	0.15015
1.64689	0.127092
1.66933	0.103205
1.69089	0.078519
1.71154	0.0530671
1.73125	0.0268826
1.75	0
1.78289	0
1.81579	0
1.84868	0
1.88158	0
1.91447	0
1.94737	0
1.98026	0
2.01316	0
2.04605	0
2.07895	0
2.11184	0
2.14474	0
2.17763	0
2.21053	0
2.24342	0
2.27632	0
2.30921	0
2.34211	0
2.375	0
2.40789	0
2.44079	0
2.47368	0
2.50658	0
2.53947	0
2.57237	0
2.60526	0
2.63816	0
2.67105	0
2.70395	0
2.73684	0
2.76974	0
2.80263	0
2.83553	0
2.86842	0
2.90132	0
2.93421	0
2.96711	0
3	0
0	0.0328947
0.0316994	0.0346994
0.0632306	0.0367762
0.0944844	0.0392726
0.125288	0.0424157
0.155353	0.046566
0.184208	0.0523014
0.211093	0.0605333
0.235283	0.0727142
0.258547	0.0898978
0.281649	0.108759
0.304881	0.12859
0.328441	0.14886
0.35246	0.169179
0.377017	0.189272
0.402153	0.208944
0.42789	0.228055
0.454228	0.246502
0.481159	0.264207
0.508668	0.281108
0.536731	0.297155
0.565324	0.312307
0.594417	0.326528
0.623979	0.339789
0.653976	0.352062
0.684374	0.363324
0.715137	0.373558
0.746228	0.382744
0.77761	0.390869
0.809245	0.39792
0.841095	0.403887
0.873122	0.408762
0.905287	0.412538
0.937552	0.415211
0.969879	0.416778
1.00223	0.417238
1.03456	0.416592
1.06684	0.414841
1.09903	0.411991
1.13109	0.408046
1.16298	0.403015
1.19467	0.396906
1.22612	0.389731
1.25729	0.381501
1.28815	0.372233
1.31867	0.361942
1.34881	0.350648
1.37854	0.338371
1.40783	0.325136
1.43665	0.310971
1.46498	0.295904
1.49279	0.279972
1.52006	0.263215
1.54678	0.245682
1.57293	0.22743
1.59853	0.208535
1.62358	0.189092
1.64812	0.169229
1.6722	0.149124
1.69595	0.12903
1.71953	0.109309
1.74323	0.0904763
1.76747	0.0732743
1.79421	0.0611468
1.8231	0.0533101
1.85326	0.0480378
1.88418	0.0443343
1.91558	0.0416212
1.94729	0.0395571
1.97919	0.0379351
2.01124	0.0366256
2.04338	0.0355439
2.0756	0.034633
2.10788	0.0338532
2.1402	0.0331761
2.17255	0.0325809
2.20493	0.0320521
2.23734	0.0315778
2.26978	0.0311492
2.30224	0.0307594
2.33473	0.0304032
2.36724	0.0300767
2.39978	0.0297771
2.43235	0.0295027
2.46497	0.0292526
2.49762	0.0290268
2.53032	0.0288261
2.56308	0.0286521
2.59591	0.0285076
2.62881	0.0283961
2.6618	0.0283225
2.69489	0.0282927
2.7281	0.0283139
2.76145	0.0283945
2.79496	0.028544
2.82864	0.0287722
2.86251	0.029088
2.8966	0.0294979
2.93089	0.0300025
2.96537	0.0305934
3	0.03125
0	0.0657895
0.030825	0.0692099
0.061388	0.0730721
0.0915505	0.0775756
0.12113	0.0829873
0.149894	0.0896585
0.177585	0.0980247
0.204019	0.108558
0.229321	0.121588
0.254045	0.136876
0.278555	0.153543
0.303088	0.171096
0.327818	0.18913
0.352866	0.207325
0.378316	0.225434
0.404219	0.243268
0.430606	0.26068
0.457489	0.277557
0.484871	0.29381
0.512743	0.309366
0.54109	0.324166
0.569894	0.338161
0.59913	0.35131
0.628771	0.363578
0.658788	0.374936
0.689151	0.385357
0.719827	0.394821
0.750783	0.403309
0.781985	0.410806
0.813399	0.417301
0.844991	0.422782
0.876726	0.427242
0.908569	0.430675
0.940486	0.433079
0.972443	0.43445
1.0044	0.434789
1.03634	0.434098
1.06821	0.432381
1.09998	0.429642
1.13163	0.425889
1.16312	0.421131
1.19441	0.415378
1.22548	0.408644
1.25629	0.400942
1.28682	0.392289
1.31703	0.382704
1.34691	0.37221
1.37642	0.36083
1.40555	0.348592
1.43426	0.335526
1.46255	0.32167
1.4904	0.307063
1.5178	0.291755
1.54475	0.275801
1.57125	0.259271
1.59731	0.242249
1.62297	0.224841
1.64827	0.207183
1.67327	0.189449
1.6981	0.171871
1.72291	0.154751
1.7479	0.138483
1.77338	0.123572
1.79987	0.110938
1.82761	0.100902
1.85642	0.0931337
1.88607	0.0871258
1.91634	0.0824285
1.94705	0.0786952
1.97808	0.075674
2.00935	0.073185
2.04079	0.0711
2.07236	0.0693265
2.10404	0.0677971
2.13579	0.0664619
2.16762	0.0652832
2.1995	0.0642326
2.23143	0.063288
2.26341	0.0624323
2.29544	0.0616525
2.32751	0.0609383
2.35963	0.0602821
2.39181	0.0596784
2.42405	0.0591234
2.45636	0.0586152
2.48875	0.0581533
2.52122	0.0577391
2.55381	0.0573754
2.58652	0.0570671
2.61937	0.0568211
2.6524	0.0566466
2.68562	0.0565556
2.71907	0.0565629
2.7528	0.0566867
2.78684	0.0569482
2.82125	0.0573715
2.85608	0.0579813
2.89136	0.0587993
2.92714	0.0598369
2.96338	0.0610849
3	0.0625
0	0.0986842
0.0301001	0.103504
0.0599088	0.108844
0.0893005	0.114901
0.118137	0.121905
0.14628	0.130115
0.173635	0.139782
0.200201	0.15109
0.226136	0.164051
0.251697	0.178426
0.277101	0.193822
0.302522	0.209909
0.328092	0.226395
0.353912	0.243031
0.380055	0.259615
0.40657	0.27598
0.433487	0.291994
0.460823	0.307546
0.488582	0.322549
0.51676	0.33693
0.545348	0.350626
0.574328	0.363587
0.603681	0.375771
0.633383	0.38714
0.663408	0.397665
0.693728	0.407318
0.724315	0.416077
0.755139	0.423926
0.786168	0.430848
0.817373	0.436832
0.848721	0.441868
0.880182	0.445948
0.911725	0.449069
