x                 ,y              rho[i][j],    u[i][j],    v[i][j],      p[i][j],      T[i][j],      Ma[i][j]
0.2200000000    0.1702000000    1.0104450416    650.9942723642    44.3006245709    81958.7363042711    282.5594756076    1.9363111100
0.2200000000    0.1761000000    0.9912299602    653.8559886602    49.9971894070    79804.8234992092    280.4671753602    1.9532447786
0.2200000000    0.1820000000    0.9709449497    656.8595871427    56.1451784620    77549.9803191654    278.2366939062    1.9714950629
0.2200000000    0.1879000000    0.9496346317    660.0031928458    62.7550488798    75202.4387580961    275.8688724958    1.9911257317
0.2200000000    0.1938000000    0.9273527755    663.2529648364    69.8354565642    72771.3258906220    273.3648249163    2.0121098042
0.2200000000    0.1997000000    0.9041642766    666.5685185299    77.3987722393    70266.8661727536    270.7263700946    2.0344046566
0.2200000000    0.2056000000    0.8801281724    669.8883533720    85.4628876021    67698.3241316375    267.9534262427    2.0579189549
0.2200000000    0.2115000000    0.8552758660    673.2129906989    94.0543643627    65072.3139947748    265.0436189046    2.0827688362
0.2200000000    0.2174000000    0.8296460229    676.5360618606    103.1974370194    62396.2577889994    261.9950146819    2.1090590530
0.2200000000    0.2233000000    0.8032763925    679.8355616713    112.9165722517    59677.3791030920    258.8046394836    2.1368637635
0.2200000000    0.2292000000    0.7762029815    683.0856534348    123.2391555673    56922.6915634203    255.4685483371    2.1662649358
0.2200000000    0.2351000000    0.7484591550    686.2576492131    134.1969194135    54138.9191558600    251.9815805132    2.1973598678
0.2200000000    0.2410000000    0.7200738937    689.3196552993    145.8274515754    51332.3368819436    248.3369193809    2.2302666801
