x                 ,y              rho[i][j],    u[i][j],    v[i][j],      p[i][j],      T[i][j],      Ma[i][j]
0.4360000000    0.1750000000    0.7561366595    685.0640573203    131.9342847904    54769.7657817204    252.3294312982    2.1908115610
0.4360000000    0.1800000000    0.7437195962    686.5267839066    136.9776217091    53526.3419608602    250.7180832590    2.2054191500
0.4360000000    0.1850000000    0.7312234861    687.9679446819    142.1306945217    52283.1867082293    249.0802184023    2.2203633672
0.4360000000    0.1900000000    0.7186545843    689.3837606344    147.3955875002    51041.1438011384    247.4158495820    2.2356475689
0.4360000000    0.1950000000    0.7060188876    690.7708794263    152.7745147145    49801.0217694708    245.7249487739    2.2512772948
0.4360000000    0.2000000000    0.6933220233    692.1260708733    158.2697874177    48563.5829192728    244.0074263831    2.2672594632
0.4360000000    0.2050000000    0.6805691368    693.4460037763    163.8838144647    47329.5324207633    242.2631072532    2.2836018581
0.4360000000    0.2100000000    0.6677648095    694.7267878525    169.6190678096    46099.5080883788    240.4916943983    2.3003119204
0.4360000000    0.2150000000    0.6549131747    695.9636571807    175.4779834799    44874.0907460487    238.6927644058    2.3173957787
0.4360000000    0.2200000000    0.6420179368    697.1510241817    181.4629828776    43653.8080012691    236.8657631519    2.3348585204
0.4360000000    0.2250000000    0.6290822664    698.2829012680    187.5766433860    42439.1290746658    235.0099984155    2.3527057768
0.4360000000    0.2300000000    0.6161085006    699.3534631068    193.8220215397    41230.4431905352    233.1246094988    2.3709460562
0.4360000000    0.2350000000    0.6030976936    700.3574802371    200.2030617049    40028.0242740629    231.2085054015    2.3895930152
0.4360000000    0.2400000000    0.5900490414    701.2904777046    206.7250466687    38831.9840991558    229.2602657700    2.4086672335
0.4360000000    0.2450000000    0.5769591196    702.1486298151    213.3951242538    37642.2095983546    227.2779930384    2.4281976568
0.4360000000    0.2500000000    0.5638207772    702.9284916538    220.2230302087    36458.2722231316    225.2590908647    2.4482233369
0.4360000000    0.2550000000    0.5506213897    703.6266713814    227.2222273672    35279.2862022398    223.1999180675    2.4687964220
0.4360000000    0.2600000000    0.5373399285    704.2394974534    234.4118514177    34103.6716735177    221.0952156540    2.4899877887
0.4360000000    0.2650000000    0.5239417070    704.7626635651    241.8202430857    32928.7307311870    218.9370890986    2.5118978054
0.4360000000    0.2700000000    0.5103681214    705.1907376056    249.4918766402    31749.8184719645    216.7130310525    2.5346778232
0.4360000000    0.2750000000    0.4965138638    705.5162199249    257.5027025877    30558.4967799211    214.4015530008    2.5585778140
0.4360000000    0.2800000000    0.4821634692    705.7272763139    266.0023961968    29337.3721144793    211.9601536584    2.5840771605
0.4360000000    0.2850000000    0.4666890380    705.8031177850    275.4094423502    28035.5218085415    209.2706693341    2.6124896883
0.4360000000    0.2900000000    0.4422999592    705.6897886563    290.8199970067    26012.0103011900    204.8728162780    2.6600092829
0.4400000000    0.0500000000    1.0143470958    651.4363207678    37.0212550080    82358.7824468467    282.8463944209    1.9352918671
0.4400000000    0.0550000000    1.0062654218    652.2545201820    39.7424943121    81445.7331566836    281.9571468520    1.9412428533
0.4400000000    0.0600000000    0.9979154307    653.3992253884    42.5863617579    80506.8529304828    281.0388964387    1.9483435037
0.4400000000    0.0650000000    0.9893416016    654.6352921585    45.5366667418    79546.4293059071    280.0926662910    1.9558986741
0.4400000000    0.0700000000    0.9805709680    655.9007628515    48.5887132065    78567.5553567141    279.1203678916    1.9637238102
0.4400000000    0.0750000000    0.9716144397    657.1821561478    51.7414315506    77571.6635136268    278.1227173421    1.9717827523
0.4400000000    0.0800000000    0.9624726132    658.4769522246    54.9929115192    76559.0530097653    277.0993401727    1.9800756248
0.4400000000    0.0850000000    0.9531394824    659.7854762414    58.3398062394    75529.2990868230    276.0490862959    1.9886135910
0.4400000000    0.0900000000    0.9436060348    661.1089624242    61.7779879087    74481.6619149171    274.9704144470    1.9974119093
0.4400000000    0.0950000000    0.9338634812    662.4487367151    65.3033648169    73415.4493242391    273.8617556777    2.0064864148
0.4400000000    0.1000000000    0.9239055511    663.8057237410    68.9124925379    72330.2690931627    272.7217806644    2.0158512576
0.4400000000    0.1050000000    0.9137297048    665.1801754077    72.6028984862    71226.1566257724    271.5495491463    2.0255176504
0.4400000000    0.1100000000    0.9033374541    666.5715741672    76.3731584425    70103.6018559309    270.3445596556    2.0354934264
0.4400000000    0.1150000000    0.8927341070    667.9786542664    80.2228003465    68963.5123137817    269.1067331743    2.0457831333
0.4400000000    0.1200000000    0.8819282324    669.3994874280    84.1521063723    67807.1459885894    267.8363631491    2.0563884053
0.4400000000    0.1250000000    0.8709310506    670.8315941979    88.1618676550    66636.0371773092    266.5340551755    2.0673084209
0.4400000000    0.1300000000    0.8597558437    672.2720620067    92.2531359196    65451.9257881669    265.2006672512    2.0785403660
0.4400000000    0.1350000000    0.8484173557    673.7176748898    96.4270230861    64256.6872431185    263.8372472491    2.0900799500
0.4400000000    0.1400000000    0.8369310567    675.1651447726    100.6846271068    63052.2502821836    262.4449535860    2.1019223503
0.4400000000    0.1450000000    0.8253123167    676.6134781923    105.0273071861    61840.5204147650    261.0250146196    2.1140696961
0.4400000000    0.1500000000    0.8135745503    678.0651883092    109.4573398913    60623.1924917133    259.5785294544    2.1265359816
0.4400000000    0.1550000000    0.8017274202    679.5227035767    113.9780742830    59401.5495890289    258.1061522630    2.1393376762
0.4400000000    0.1600000000    0.7897775825    680.9868687854    118.5933723234    58176.5451290433    256.6081489217    2.1524888118
0.4400000000    0.1650000000    0.7777294244    682.4560653481    123.3072179421    56948.8816155491    255.0844524539    2.1659979508
0.4400000000    0.1700000000    0.7655863033    683.9238215875    128.1229804896    55719.1252430449    253.5347272124    2.1798601818
0.4400000000    0.1750000000    0.7533532772    685.3821188022    133.0428181704    54488.0042419018    251.9588043227    2.1940649636
0.4400000000    0.1800000000    0.7410365305    686.8242415128    138.0684397987    53256.3594825642    250.3566762769    2.2086052359
0.4400000000    0.1850000000    0.7286424516    688.2451843695    143.2016568141    52025.0487127383    248.7283820386    2.2234795140
0.4400000000    0.1900000000    0.7161772926    689.6410470519    148.4444754177    50794.9086701988    247.0739488133    2.2386904075
0.4400000000    0.1950000000    0.7036470326    691.0084390524    153.7990543184    49566.7396736879    245.3933629942    2.2542429579
0.4400000000    0.2000000000    0.6910572850    692.3441418072    159.2676694073    48341.2962679714    243.6865512402    2.2701437246
0.4400000000    0.2050000000    0.6784131930    693.6448743528    164.8527072911    47119.2771575274    241.9533580093    2.2864002253
0.4400000000    0.2100000000    0.6657193473    694.9068766571    170.5566310212    45901.3153881032    240.1935118714    2.3030198455
0.4400000000    0.2150000000    0.6529798705    696.1255923190    176.3818884317    44687.9856581701    238.4066169574    2.3200088905
0.4400000000    0.2200000000    0.6401984255    697.2956701836    182.3309230577    43479.8066895309    236.5921453522    2.3373727041
0.4400000000    0.2250000000    0.6273781113    698.4113135061    188.4063253716    42277.2357765897    234.7494270573    2.3551170236
0.4400000000    0.2300000000    0.6145211811    699.4667929621    194.6111346413    41080.6484890114    232.8776197712    2.3732501377
0.4400000000    0.2350000000    0.6016286112    700.4568780560    200.9492354594    39890.3052142485    230.9756496161    2.3917851198
0.4400000000    0.2400000000    0.5886995403    701.3770325035    207.4258085078    38706.3058314478    229.0421156500    2.4107416904
0.4400000000    0.2450000000    0.5757305178    702.2233588399    214.0478632772    37528.5282307517    227.0751457617    2.4301477914
0.4400000000    0.2500000000    0.5627144115    702.9923700251    220.8249631228    36356.5390876338    225.0721792771    2.4500414198
0.4400000000    0.2550000000    0.5496386908    703.6806823876    227.7703534662    35189.4545172846    223.0296268247    2.4704736247
0.4400000000    0.2600000000    0.5364825506    704.2846861528    234.9028738684    34025.7077432588    220.9423077930    2.4915140328
0.4400000000    0.2650000000    0.5232117689    704.8001842294    242.2504162362    32862.6341253315    218.8024531617    2.5132613563
0.4400000000    0.2700000000    0.5097686816    705.2218951629    249.8566944125    31695.6612281196    216.5977722184    2.5358643563
0.4400000000    0.2750000000    0.4960499293    705.5425224261    257.7962231226    30516.5059048050    214.3071858632    2.5595683391
0.4400000000    0.2800000000    0.4818441609    705.7505953311    266.2157516503    29308.1051282364    211.8890235840    2.5848435842
0.4400000000    0.2850000000    0.4665295460    705.8265533274    275.5292609231    28020.0053477543    209.2263505298    2.6129918855
0.4400000000    0.2900000000    0.4423594430    705.7167832850    290.8026256167    26014.8799597398    204.8678658082    2.6601053373
0.4440000000    0.0500000000    1.0103069596    652.1273037434    38.0023770055    81901.4332048850    282.4005098165    1.9390341231
0.4440000000    0.0550000000    1.0021959239    652.9146608937    40.7417263841    80986.3938960651    281.5054121367    1.9449415724
0.4440000000    0.0600000000    0.9938231407    654.0451284901    43.6017241751    80046.4189431476    280.5822038879    1.9520466850
0.4440000000    0.0650000000    0.9852273700    655.2777340800    46.5663930302    79085.0950344490    279.6311135275    1.9596393360
0.4440000000    0.0700000000    0.9764361080    656.5428931671    49.6304582338    78105.5313804256    278.6539989025    1.9675122274
0.4440000000    0.0750000000    0.9674630029    657.8240827793    52.7932112806    77109.4559943710    277.6518635138    1.9756191234
0.4440000000    0.0800000000    0.9583123598    659.1174681205    56.0536795854    76097.5753128812    276.6247593400    1.9839548447
0.4440000000    0.0850000000    0.9489816552    660.4225587221    59.4094857894    75069.8425907194    275.5719488504    1.9925267912
0.4440000000    0.0900000000    0.9394641952    661.7400786566    62.8571717365    74025.7619225735    274.4921776631    2.0013477391
0.4440000000    0.0950000000    0.9297519925    663.0711513261    66.3929006868    72964.7135691975    273.3839937630    2.0104324559
0.4440000000    0.1000000000    0.9198382194    664.4167734229    70.0131052307    71886.2262376857    272.2460292375    2.0197952949
0.4440000000    0.1050000000    0.9097188457    665.7774662647    73.7149223172    70790.1539003351    271.0771957824    2.0294485730
0.4440000000    0.1100000000    0.8993934307    667.1530899854    77.4963925552    69676.7560460251    269.8767871834    2.0394017036
0.4440000000    0.1150000000    0.8888652561    668.5427885523    81.3564650305    68546.7039857795    268.6445073793    2.0496609293
0.4440000000    0.1200000000    0.8781410473    669.9450226650    85.2948686976    67401.0418050081    267.3804506160    2.0602294437
0.4440000000    0.1250000000    0.8672304864    671.3576530366    89.3119103006    66241.1253327183    266.0850563640    2.0711077232
0.4440000000    0.1300000000    0.8561456294    672.7780520197    93.4082557799    65068.5517660173    264.7590513212    2.0822939743
0.4440000000    0.1350000000    0.8449002232    674.2032424022    97.5847577263    63885.0803264789    263.4033777609    2.0937847284
0.4440000000    0.1400000000    0.8335088458    675.6301332574    101.8424062722    62692.5367772849    262.0190994448    2.1055758770
0.4440000000    0.1450000000    0.8219859918    677.0576643754    106.1825935945    61492.7264314261    260.6073451669    2.1176695546
0.4440000000    0.1500000000    0.8103443726    678.4880582018    110.6077034453    60287.2632718963    259.1691286370    2.1300790784
0.4440000000    0.1550000000    0.7985933477    679.9237270901    115.1212181588    59077.3945631282    257.7050713342    2.1428208978
0.4440000000    0.1600000000    0.7867396061    681.3656577363    119.7271355014    57864.0740357928    256.2154492622    2.1559093454
0.4440000000    0.1650000000    0.7747879148    682.8124739978    124.4295121534    56648.0407431307    254.7002523764    2.1693533651
0.4440000000    0.1700000000    0.7627422239    684.2582697796    129.2317435211    55429.9203243375    253.1592410914    2.1831492122
0.4440000000    0.1750000000    0.7506079369    685.6953153059    134.1360182357    54210.4724903191    251.5923083260    2.1972867872
0.4440000000    0.1800000000    0.7383913961    687.1168209124    139.1440244900    52990.5481863104    249.9994793732    2.2117584302
0.4440000000    0.1850000000    0.7260990602    688.5175970183    144.2575106553    51771.0057656990    248.3808145606    2.2265617215
0.4440000000    0.1900000000    0.7137371981    689.8936111886    149.4784156386    50552.6773069122    246.7363574371    2.2416984936
0.4440000000    0.1950000000    0.7013117792    691.2414210866    154.8088449732    49336.3560240207    245.0661090982    2.2571732551
0.4440000000    0.2000000000    0.6888284017    692.5578111386    160.2510373652    48122.7889379954    243.3700115320    2.2729921895
0.4440000000    0.2050000000    0.6762922023    693.8395441832    165.8073541646    46912.6682515224    241.6479273698    2.2891625414
0.4440000000    0.2100000000    0.6637077785    695.0829770106    171.4802462316    45706.6222946429    239.8996090484    2.3056916125
0.4440000000    0.2150000000    0.6510792464    696.2837459370    177.2721701164    44505.2203098380    238.1246872196    2.3225858447
0.4440000000    0.2200000000    0.6384102367    697.4367251347    183.1855910628    43308.9733856476    236.3226600612    2.3398508132
0.4440000000    0.2250000000    0.6257037902    698.5363095532    189.2231164601    42118.3285338207    234.4928805524    2.3574923742
0.4440000000    0.2300000000    0.6129620891    699.5768777662    195.3877764574    40933.6494041718    232.6345260265    2.3755186457
0.4440000000    0.2350000000    0.6001860442    700.5532141983    201.6834065773    39755.1844434132    230.7465409410    2.3939421836
0.4440000000    0.2400000000    0.5873747471    701.4607332266    208.1150960115    38583.0230156872    228.8275445971    2.4127819062
0.4440000000    0.2450000000    0.5745247294    702.2954689733    214.6897244115    37417.0351485673    226.8756906761    2.4320647838
0.4440000000    0.2500000000    0.5616288864    703.0538868197    221.4166885007    36256.7837571140    224.8884540576    2.4518277649
0.4440000000    0.2550000000    0.5486747872    703.7325997939    228.3090200570    35101.3876974047    222.8622966723    2.4721207884
0.4440000000    0.2600000000    0.5356418549    704.3280459883    235.3852659313    33949.2939116421    220.7921153307    2.4930122169
0.4440000000    0.2650000000    0.5224963313    704.8361240742    242.6728747792    32797.8712503620    218.6702647565    2.5145991024
0.4440000000    0.2700000000    0.5091814800    705.2516921658    250.2148129069    31642.6189761004    216.4846670900    2.5370276429
0.4440000000    0.2750000000    0.4955958375    705.5676501516    258.0841976802    30475.4047881425    214.2146418901    2.5605385973
0.4440000000    0.2800000000    0.4815319443    705.7728910297    266.4249999840    29279.4780048824    211.8193086991    2.5855936144
0.4440000000    0.2850000000    0.4663731085    705.8490493656    275.6473110500    28004.7788512612    209.1827972977    2.6134842474
0.4440000000    0.2900000000    0.4424194060    705.7424995093    290.7849668269    26017.8168020832    204.8632237666    2.6601948941
0.4480000000    0.0500000000    1.0062806735    652.8168747777    38.9845321468    81446.3809164882    281.9551158054    1.9427818197
0.4480000000    0.0550000000    0.9981436848    653.5734484225    41.7411127781    80529.7443464531    281.0545215127    1.9486447281
0.4480000000    0.0600000000    0.9897524628    654.6878669496    44.6165543442    79589.1633625261    280.1268049561    1.9557474383
0.4480000000    0.0650000000    0.9811401062    655.9154101526    47.5952051008    78627.5391773469    279.1714320721    1.9633709229
0.4480000000    0.0700000000    0.9723337083    657.1790765520    50.6710589443    77647.8979893337    278.1901066511    1.9712860531
0.4480000000    0.0750000000    0.9633485809    658.4592329854    53.8434492252    76652.1411938964    277.1839940814    1.9794366723
0.4480000000    0.0800000000    0.9541918894    659.7507737088    57.1120934042    75641.2875669587    276.1534743332    1.9878127142
0.4480000000    0.0850000000    0.9448643004    661.0524204160    60.4755045982    74615.6367663917    275.0981872335    1.9964179997
0.4480000000    0.0900000000    0.9353617139    662.3643306378    63.9309747531    73574.9687483552    274.0171950003    2.0052625654
0.4480000000    0.0950000000    0.9256775711    663.6873028050    67.4750974380    72518.8070007758    272.9092333424    2.0143595355
0.4480000000    0.1000000000    0.9158052033    665.0222627886    71.1043793846    71446.6812387945    271.7729778513    2.0237227970
0.4480000000    0.1050000000    0.9057397012    666.3698759911    74.8157334587    70358.3318638090    270.6072632161    2.0333651872
0.4480000000    0.1100000000    0.8954790868    667.7302922177    78.6067766256    69253.8335526622    269.4112274620    2.0432972930
0.4480000000    0.1150000000    0.8850248225    669.1030182995    82.4759346515    68133.6438323244    268.1843826762    2.0535268382
0.4480000000    0.1200000000    0.8743818217    670.4868926799    86.4223950639    66998.5960151723    266.9266287163    2.0640585316
0.4480000000    0.1250000000    0.8635581320    671.8801315189    90.4459654017    65849.8566796439    265.6382284998    2.0748942300
0.4480000000    0.1300000000    0.8525644054    673.2804242837    94.5469000485    64688.8608831648    264.3197569271    2.0860333309
0.4480000000    0.1350000000    0.8414131779    674.6850721003    98.7257646390    63517.2286880468    262.9720253215    2.0974734004
0.4480000000    0.1400000000    0.8301179368    676.0912197774    102.9834113571    62336.6618407173    261.5959785327    2.1092112529
0.4480000000    0.1450000000    0.8186921642    677.4977920797    107.3212253949    61148.8512943863    260.1926287121    2.1212492464
0.4480000000    0.1500000000    0.8071477943    678.9067615345    111.7416437797    59955.3227673518    258.7628945178    2.1336001694
0.4480000000    0.1550000000    0.7954938421    680.3205072647    116.2482194988    58757.2834568126    257.3073583179    2.1462804024
0.4480000000    0.1600000000    0.7837370113    681.7401417619    120.8450279013    57555.6856709911    255.8263032147    2.1593045166
0.4480000000    0.1650000000    0.7718824233    683.1645215937    125.5361624376    56351.3024125039    254.3197722193    2.1726818052
0.4480000000    0.1700000000    0.7599345746    684.5882726653    130.3250386005    55144.8140349420    252.7876147435    2.1864096131
0.4480000000    0.1750000000    0.7478992029    686.0039837078    135.2138926715    53937.0110126075    251.2297840029    2.2004783907
0.4480000000    0.1800000000    0.7357828238    687.4048373889    140.2044195391    52728.7565271628    249.6463402717    2.2148800311
0.4480000000    0.1850000000    0.7235919925    688.7854767674    145.2983272475    51520.9126374985    248.0373683040    2.2296112360
0.4480000000    0.1900000000    0.7113330193    690.1417294414    150.4975003236    50314.3096211575    246.4029306014    2.2446730394
0.4480000000    0.1950000000    0.6990118797    691.4700870578    155.8039962244    49109.7354957346    244.7430443233    2.2600693765
0.4480000000    0.2000000000    0.6866341628    692.7673263835    161.2200169801    47907.9307114623    243.0576668726    2.2758060294
0.4480000000    0.2050000000    0.6742049989    694.0302463028    166.7478970166    46709.5813266806    241.3466782321    2.2918899552
0.4480000000    0.2100000000    0.6617289905    695.2553077430    172.3900722264    45515.3110716806    239.6098532207    2.3083283462
0.4480000000    0.2150000000    0.6492102492    696.4383239687    178.1490045566    44325.6842103094    237.8468478169    2.3251277438
0.4480000000    0.2200000000    0.6366523805    697.5743832252    184.0271795446    43141.2051660232    236.0571858204    2.3422939300
0.4480000000    0.2250000000    0.6240583774    698.6580715379    190.0272238726    41962.3120493272    234.2402435673    2.3598328881
0.4480000000    0.2300000000    0.6114303632    699.6838854410    196.1521652560    40789.3581468522    232.3952189856    2.3777526088
0.4480000000    0.2350000000    0.5987691945    700.6466392458    202.4057998282    39622.5814770808    230.5210759552    2.3960651925
0.4480000000    0.2400000000    0.5860739256    701.5417103905    208.7931355617    38462.0622537631    228.6164548703    2.4147888126
0.4480000000    0.2450000000    0.5733410799    702.3650694442    215.3209310267    37307.6638439783    226.6795356504    2.4339495036
0.4480000000    0.2500000000    0.5605635880    703.1131305974    221.9984226743    36158.9464529652    224.7078287566    2.4535831770
0.4480000000    0.2550000000    0.5477291261    703.7824936211    228.8384330355    35015.0325654454    222.6978470514    2.4737386547
0.4480000000    0.2600000000    0.5348173495    704.3696314354    235.8592201340    33874.3834994364    220.6445639202    2.4944830225
0.4480000000    0.2650000000    0.5217949643    704.8705252599    243.0877952099    32734.4018298075    218.5404561451    2.5159116680
0.4480000000    0.2700000000    0.5086061490    705.2801614782    250.5663901573    31590.6577220354    216.3736549372    2.5381682521
0.4480000000    0.2750000000    0.4951512827    705.5916289862    258.3667637504    30435.1655408004    214.1238676538    2.5614891027
0.4480000000    0.2800000000    0.4812265818    705.7941819106    266.6302522174    29251.4692945151    211.7509640519    2.5863276905
0.4480000000    0.2850000000    0.4662196448    705.8706088586    275.7636196392    27989.8341291224    209.1399862313    2.6139669543
0.4480000000    0.2900000000    0.4424798149    705.7670303564    290.7670497856    26020.8174800803    204.8588790790    2.6602783630
0.4520000000    0.0500000000    1.0022697325    653.5047765843    39.9673376215    80993.7877881234    281.5103806354    1.9465335517
0.4520000000    0.0550000000    0.9941099448    654.2307324567    42.7402523042    80075.9158830989    280.6046191172    1.9523512810
0.4520000000    0.0600000000    0.9857040719    655.3274506015    45.6303717255    79135.1513274076    279.6727842980    1.9594453465
0.4520000000    0.0650000000    0.9770798007    656.5484183107    48.6225089391    78173.7468613667    278.7136331064    1.9670934692
0.4520000000    0.0700000000    0.9682632808    657.8094639117    51.7098686904    77194.5837650243    277.7286523312    1.9750456027
0.4520000000    0.0750000000    0.9592706620    659.0877423748    54.8915764655    76199.6427408695    276.7190718309    1.9832356435
0.4520000000    0.0800000000    0.9501111486    660.3769047162    58.1677927303    75190.1628504539    275.6855040192    1.9916489967
0.4520000000    0.0850000000    0.9407881197    661.6749415595    61.5377857893    74166.7377023075    274.6279098430    2.0002862379
0.4520000000    0.0900000000    0.9313000749    662.9814383074    64.9996020072    73129.4249507062    273.5456670627    2.0091546490
0.4520000000    0.0950000000    0.9216422851    664.2967909589    68.5503785999    72077.9369661718    272.4377438595    2.0182653464
0.4520000000    0.1000000000    0.9118088381    665.6217363328    72.1868621903    71011.8714383603    271.3029275726    2.0276311951
0.4520000000    0.1050000000    0.9017945461    666.9569618060    75.9059066277    69930.9218962417    270.1400454468    2.0372649824
0.4520000000    0.1100000000    0.8915963695    668.3028070604    79.7048357218    68835.0306411793    268.9481356908    2.0471780055
0.4520000000    0.1150000000    0.8812142496    669.6590763406    83.5816353194    67724.4739537462    267.7265543269    2.0573791702
0.4520000000    0.1200000000    0.8706514096    671.0249556289    87.5349913113    66599.8874232186    266.4750221941    2.0678745683
0.4520000000    0.1250000000    0.8599142395    672.3990159529    91.5642200375    65462.2455843377    265.1936238435    2.0786674492
0.4520000000    0.1300000000    0.8490118623    673.7792842459    95.6691535068    64312.8077044033    263.8827682014    2.0897585179
0.4520000000    0.1350000000    0.8379554269    675.1633712593    99.8500490287    63153.0357636678    262.5431148196    2.1011465494
0.4520000000    0.1400000000    0.8267571565    676.5486908503    104.1075896676    61984.4890864209    261.1754685044    2.1128294613
0.4520000000    0.1450000000    0.8154293942    677.9342007367    108.4431096614    60808.7311093836    259.7807091346    2.1248100342
0.4520000000    0.1500000000    0.8039832179    679.3216658331    112.8590433750    59627.1912185261    258.3596502973    2.1371006793
0.4520000000    0.1550000000    0.7924272407    680.7134234075    117.3589524024    58441.0305130803    256.9128271827    2.1497176912
0.4520000000    0.1600000000    0.7807681394    682.1107001571    121.9469325192    57251.1955223049    255.4405241378    2.1626758421
0.4520000000    0.1650000000    0.7690113373    683.5125796009    126.6270777374    56058.4878167470    253.9428301520    2.1759847670
0.4520000000    0.1700000000    0.7571618118    684.9141922997    131.4028129380    54863.6356960432    252.4196741172    2.1896428506
0.4520000000    0.1750000000    0.7452256078    686.3084707687    136.2764300694    53667.4580507401    250.8710659014    2.2036411926
0.4520000000    0.1800000000    0.7332094180    687.6886160068    141.2496507109    52470.8312085312    249.2971012904    2.2179713932
0.4520000000    0.1850000000    0.7211199132    689.0491255656    146.3241625179    51274.6233606764    247.6978916516    2.2326293501
0.4520000000    0.1900000000    0.7089634698    690.3856832979    151.5018090471    50079.6658276018    246.0735210213    2.2476152897
0.4520000000    0.1950000000    0.6967460895    691.6947013525    156.7846066910    48886.7438040928    244.4240246042    2.2629325338
0.4520000000    0.2000000000    0.6844733645    692.9729367748    162.1747233814    47696.5927278159    242.7493761487    2.2785864303
0.4520000000    0.2050000000    0.6721504240    694.2172153051    167.6744665614    46509.8933355003    241.0494728662    2.2945836288
0.4520000000    0.2100000000    0.6597818757    695.4240894823    173.2862553584    45327.2650937650    239.3241108852    2.3109311849
0.4520000000    0.2150000000    0.6473718286    696.5895343736    179.0125540599    44149.2677289753    237.5729703639    2.3276357036
0.4520000000    0.2200000000    0.6349238684    697.7088408208    184.8558664996    42976.3997847690    235.7956000528    2.3447031494
0.4520000000    0.2250000000    0.6224409488    698.7767839627    190.8188398172    41809.0916279080    233.9913997161    2.3621396366
0.4520000000    0.2300000000    0.6099251444    699.7879866254    196.9045045668    40647.6875506227    232.1595885505    2.3799530666
0.4520000000    0.2350000000    0.5973772674    700.7373069252    203.1166260326    39492.4165363616    230.2991507678    2.3981551426
0.4520000000    0.2400000000    0.5847963451    701.6200979893    209.4601406826    38343.3509579983    228.4087486547    2.4167633499
0.4520000000    0.2450000000    0.5721789014    702.4322730221    215.9416948123    37200.3487133174    226.4865888621    2.4358028275
0.4520000000    0.2500000000    0.5595179106    703.1701931883    222.5703714049    36062.9683615414    224.5302175607    2.4553084653
0.4520000000    0.2550000000    0.5468011632    703.8304366154    229.3587887050    34930.3369263858    222.5361982883    2.4753279658
0.4520000000    0.2600000000    0.5340085518    704.4094990083    236.3249202682    33800.9307808341    220.4995802629    2.4959271279
0.4520000000    0.2650000000    0.5211072465    704.9034312985    243.4953460806    32672.1864691399    218.4129607170    2.5171996714
0.4520000000    0.2700000000    0.5080423282    705.3073367315    250.9115770363    31539.7442482317    216.2646761632    2.5392867443
0.4520000000    0.2750000000    0.4947159658    705.6144851736    258.6440523376    30395.7609367554    214.0348108436    2.5624203586
0.4520000000    0.2800000000    0.4809278421    705.8144869980    266.8316131802    29224.0581309064    211.6839458893    2.5870462407
0.4520000000    0.2850000000    0.4660690718    705.8912387109    275.8782120169    27975.1629383799    209.0978946157    2.6144401936
0.4520000000    0.2900000000    0.4425406376    705.7904474811    290.7488946439    26023.8786447439    204.8548201906    2.6603560763
0.4560000000    0.0500000000    0.9982755345    654.1907669061    40.9504279661    80543.8040384985    281.0664633998    1.9502879766
0.4560000000    0.0550000000    0.9900958934    654.8863643494    43.7387795624    79625.0333873387    280.1558449829    1.9560602025
0.4560000000    0.0600000000    0.9816787114    655.9638743412    46.6427621221    78684.4552640197    279.2202354542    1.9631399183
0.4560000000    0.0650000000    0.9730466052    657.1768293234    49.6477974782    77723.7213380393    278.2577465626    1.9708068704
0.4560000000    0.0700000000    0.9642244687    658.4341843671    52.7463124214    76745.5324167104    277.2696119684    1.9787910820
0.4560000000    0.0750000000    0.9552287000    659.7097557809    55.9370435550    75751.8809397259    276.2570551658    1.9870163221
0.4560000000    0.0800000000    0.9460698218    660.9959496619    59.2203706589    74744.1454658495    275.2208369176    1.9954637042
0.4560000000    0.0850000000    0.9367533671    662.2900907266    62.5961541327    73723.1518416105    274.1611737606    2.0041309439
0.4560000000    0.0900000000    0.9272802401    663.5912234533    66.0631407440    72689.2148364039    273.0777349875    2.0130227320
0.4560000000    0.0950000000    0.9176477277    664.8993064507    69.6190644917    71642.2574566112    271.9697411966    2.0221480122
0.4560000000    0.1000000000    0.9078511196    666.2148004827    73.2610362366    70581.9955260325    270.8361420015    2.0315182177
0.4560000000    0.1050000000    0.8978854881    667.5383062455    76.9860003006    69508.1356439262    269.6758194118    2.0411455762
0.4560000000    0.1100000000    0.8877472237    668.8702510270    80.7911243813    68420.5419974513    268.4877694442    2.0510416202
0.4560000000    0.1150000000    0.8774351077    670.2106584467    84.6740579275    67319.3491301565    267.2712350809    2.0612160787
0.4560000000    0.1200000000    0.8669508750    671.5590152019    88.6330499163    66205.0167207132    266.0257828044    2.0716762188
0.4560000000    0.1250000000    0.8562993099    672.9142302851    92.6669565393    65078.3327830836    264.7513259392    2.0824266201
0.4560000000    0.1300000000    0.8454879451    674.2746746007    96.7751935866    63940.3740318036    263.4481007995    2.0934693487
0.4560000000    0.1350000000    0.8345264156    675.6382891840    100.9576978718    62792.4307084567    262.1166002559    2.1048045120
0.4560000000    0.1400000000    0.8234255403    677.0027831037    105.2149546291    61635.9048650942    260.7574721225    2.1164312743
0.4560000000    0.1450000000    0.8121964129    678.3671900560    109.5482025127    60472.2208334366    259.3714504651    2.1283530132
0.4560000000    0.1500000000    0.8008491747    679.7331098743    113.9598173702    59302.7033326526    257.9592338583    2.1405819142
0.4560000000    0.1550000000    0.7893919664    681.1028365347    118.4533089607    58128.4599055920    256.5213009662    2.1531341945
0.4560000000    0.1600000000    0.7778313758    682.4777035298    123.0327379461    56950.4247236733    255.0579291503    2.1660248124
0.4560000000    0.1650000000    0.7661730544    683.8570186930    127.7021623714    55769.4202784568    253.5692437130    2.1792637575
