0.991503	0.00892481	2.47289
0.991503	0.00892481	2.47289
0.991481	0.00894852	2.47282
0.991415	0.00901907	2.47261
0.991285	0.00915867	2.47219
0.991069	0.00938843	2.4715
0.99075	0.00972821	2.47047
0.990308	0.0101966	2.46906
0.989727	0.0108112	2.4672
0.988988	0.0115883	2.46484
0.988075	0.0125437	2.46194
0.986972	0.0136925	2.45845
0.985662	0.0150497	2.45432
0.984125	0.01663	2.44949
0.982345	0.0184487	2.44393
0.980302	0.020521	2.43756
0.977973	0.0228627	2.43035
0.975338	0.0254903	2.42222
0.972372	0.0284204	2.41313
0.969051	0.0316699	2.40299
0.965346	0.0352561	2.39176
0.96123	0.0391957	2.37934
0.956673	0.0435055	2.36569
0.951645	0.0482011	2.35071
0.946113	0.0532971	2.33435
0.940045	0.0588067	2.31652
0.933409	0.0647406	2.29716
0.92617	0.0711075	2.27619
0.918296	0.0779127	2.25356
0.909755	0.085158	2.2292
0.900515	0.092841	2.20305
0.890547	0.100955	2.17508
0.879823	0.109488	2.14523
0.868318	0.118421	2.11349
0.856013	0.127732	2.07984
0.84289	0.13739	2.04427
0.828937	0.147356	2.0068
0.814151	0.157588	1.96746
0.798533	0.168033	1.92629
0.782096	0.178631	1.88337
0.764862	0.189316	1.8388
0.746868	0.200013	1.79271
0.728166	0.210639	1.74527
0.708829	0.2211	1.6967
0.688959	0.23129	1.6473
0.668691	0.241054	1.59747
0.648221	0.250209	1.54824
0.627512	0.258146	1.49891
0.607373	0.266019	1.45121
0.587228	0.271729	1.40696
0.567072	0.276051	1.36331
0.546745	0.278324	1.32113
0.526935	0.280256	1.28112
0.507778	0.281825	1.24394
0.488394	0.280664	1.20589
0.469243	0.278015	1.16795
0.450693	0.275122	1.13165
0.433009	0.272522	1.09808
0.416337	0.270207	1.06749
0.400396	0.265974	1.03652
0.38425	0.257552	0.999899
0.3679	0.247391	0.960589
0.351438	0.234726	0.917444
0.33537	0.221654	0.874442
0.319841	0.208371	0.832087
0.304934	0.195024	0.7907
0.290704	0.181738	0.750514
0.277182	0.168624	0.711709
0.264388	0.155783	0.674433
0.252327	0.143305	0.638807
0.241002	0.13127	0.604933
0.230407	0.119749	0.57289
0.220529	0.108798	0.542737
0.211354	0.098461	0.514512
0.202863	0.0887708	0.488232
0.195034	0.0797471	0.463892
0.187843	0.0713982	0.441468
0.181263	0.0637219	0.420918
0.175265	0.0567066	0.402183
0.16982	0.0503332	0.385192
0.164898	0.0445764	0.369863
0.160468	0.0394061	0.356104
0.156499	0.0347888	0.343821
0.152961	0.0306894	0.332916
0.149826	0.0270716	0.32329
0.147063	0.0238995	0.314848
0.144646	0.0211379	0.307496
0.142549	0.0187529	0.301145
0.140747	0.0167123	0.295709
0.139216	0.0149856	0.291109
0.137934	0.0135442	0.287268
0.136877	0.0123609	0.284115
0.136026	0.0114095	0.28158
0.135359	0.0106652	0.279597
0.134854	0.0101031	0.278101
0.134491	0.00969879	0.277024
0.134247	0.00942741	0.276302
0.1341	0.00926358	0.275867
0.134026	0.00918127	0.275648
0.134001	0.00915376	0.275575
0.134001	0.00915376	0.275575
